GrLivArea,BedroomAbvGr,KitchenAbvGr,OverallCond,RoofSurface,CentralAir,SalePrice,Fin,NoGarage,RFn,Unf,sin_MoSold,cos_MoSold
0.38006952491309387,0.375,0.3333333333333333,0.5,0.31672911615605026,1.0,208500,0.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387
-0.3120896098879876,0.375,0.3333333333333333,0.875,0.06964954815957683,1.0,181500,0.0,0.0,1.0,0.0,0.8660254037844388,-0.4999999999999998
0.4974893781382773,0.375,0.3333333333333333,0.5,0.2281243112188671,1.0,223500,0.0,0.0,1.0,0.0,-0.8660254037844384,-0.5000000000000004
0.39088451139436076,0.375,0.3333333333333333,0.5,0.4425832047608552,1.0,140000,0.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387
1.134028582464272,0.5,0.3333333333333333,0.5,0.566894423627948,1.0,250000,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384
-0.15758980301274622,0.125,0.3333333333333333,0.5,0.10976416134009259,1.0,143000,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16
0.3553495558130552,0.375,0.3333333333333333,0.5,0.5175225920211594,1.0,307000,0.0,0.0,1.0,0.0,-0.4999999999999998,-0.8660254037844388
0.9671687910390112,0.375,0.3333333333333333,0.625,0.7897288957460877,1.0,200000,0.0,0.0,1.0,0.0,-0.8660254037844386,0.5
0.47894940131324837,0.25,0.6666666666666666,0.5,0.19087502755124533,1.0,129900,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
-0.5979142526071842,0.25,0.6666666666666666,0.625,0.3713907868635663,1.0,118000,0.0,0.0,1.0,0.0,0.0,1.0
-2.263422170722287,0.375,0.3333333333333333,0.5,0.5175225920211594,1.0,129500,0.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387
1.3286983391270761,0.5,0.3333333333333333,0.5,0.5858496804055543,1.0,345000,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
-0.8528389339513326,0.25,0.3333333333333333,0.625,0.5023143046065682,1.0,144000,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
0.046349942062572425,0.375,0.3333333333333333,0.5,0.7522592021159357,1.0,279500,0.0,0.0,1.0,0.0,-0.4999999999999998,-0.8660254037844388
-0.3259945925067594,0.25,0.3333333333333333,0.5,0.6687238263169495,1.0,157000,0.0,0.0,1.0,0.0,0.8660254037844388,-0.4999999999999998
-0.9424488219389726,0.25,0.3333333333333333,0.875,0.18955256777606347,1.0,132000,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
-0.7106991116261104,0.25,0.3333333333333333,0.75,0.8379986775402248,1.0,149000,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
-0.25955967555040554,0.25,0.6666666666666666,0.5,0.9180074939387259,1.0,90000,0.0,0.0,0.0,1.0,-1.0,-1.8369701987210297e-16
-0.540749324063345,0.375,0.3333333333333333,0.5,0.5276614502975534,1.0,159000,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
-0.19312475859405176,0.375,0.3333333333333333,0.625,0.7617368305047388,1.0,139000,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
1.4090382387022016,0.5,0.3333333333333333,0.5,0.007053118800969815,1.0,325300,0.0,0.0,1.0,0.0,-0.8660254037844386,0.5
-0.5500193124758594,0.375,0.3333333333333333,0.75,0.9001542869737713,1.0,139400,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.511394360757049,0.375,0.3333333333333333,0.5,0.591359929468812,1.0,230000,0.0,0.0,1.0,0.0,-0.8660254037844384,-0.5000000000000004
-0.6241792197759752,0.375,0.3333333333333333,0.75,0.19925060612739695,1.0,129900,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
-0.6241792197759752,0.375,0.3333333333333333,0.875,0.6577033281904342,1.0,154000,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
0.21011973735032832,0.375,0.3333333333333333,0.5,0.943134229667181,1.0,256300,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
-0.8713789107763615,0.375,0.3333333333333333,0.75,0.19285871721401807,1.0,134800,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
0.3707995365005794,0.375,0.3333333333333333,0.5,0.2777165527881861,1.0,306000,0.0,0.0,1.0,0.0,0.8660254037844388,-0.4999999999999998
0.21011973735032832,0.25,0.3333333333333333,0.625,0.05774741018294027,1.0,207500,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384
-1.4584781769022788,0.125,0.3333333333333333,0.625,0.3125413268679744,0.0,68500,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
-0.22711471610660486,0.375,0.3333333333333333,0.375,0.5699801631033723,0.0,40000,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
-0.3646195442255697,0.375,0.3333333333333333,0.625,0.4269340974212035,1.0,149350,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
-0.3553495558130552,0.375,0.3333333333333333,0.5,0.3773418558518845,1.0,179900,0.0,0.0,1.0,0.0,0.0,1.0
0.3646195442255697,0.5,0.3333333333333333,0.5,0.9299096319153626,1.0,165500,0.0,0.0,1.0,0.0,1.0,6.123233995736766e-17
0.14986481266898416,0.25,0.3333333333333333,0.5,0.730218205862905,1.0,277500,1.0,0.0,0.0,0.0,-0.4999999999999998,-0.8660254037844388
1.5264580919273851,0.5,0.3333333333333333,0.5,0.3467048710601719,1.0,309000,1.0,0.0,0.0,0.0,-0.8660254037844384,-0.5000000000000004
-0.567014291232136,0.375,0.3333333333333333,0.5,0.346043641172581,1.0,145000,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
-0.25801467748165313,0.375,0.3333333333333333,0.625,0.10822129160238045,1.0,153000,1.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
-0.6288142139822325,0.375,0.3333333333333333,0.75,0.13445007714348692,1.0,109000,0.0,0.0,0.0,1.0,0.0,1.0
-0.4820393974507532,0.25,0.6666666666666666,0.5,0.4256116376460216,0.0,82000,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
-0.21629972962533797,0.375,0.3333333333333333,0.5,0.1833810888252149,1.0,160000,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384
-0.21011973735032832,0.25,0.3333333333333333,0.625,0.6519726691646462,1.0,170000,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
-0.8960988798764001,0.25,0.3333333333333333,0.75,0.4899713467048711,1.0,144000,0.0,0.0,1.0,0.0,-0.5000000000000004,0.8660254037844384
-0.8126689841637698,0.375,0.3333333333333333,0.625,0.7412387039894204,1.0,130250,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
-0.485129393588258,0.375,0.3333333333333333,0.625,0.5957681287194181,1.0,141000,0.0,0.0,1.0,0.0,0.8660254037844388,-0.4999999999999998
0.44495944380069524,0.25,0.3333333333333333,0.5,0.45162001322459777,1.0,319900,0.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387
1.0583236770954036,0.125,0.3333333333333333,0.5,0.7359488648886929,1.0,239686,0.0,0.0,1.0,0.0,-0.4999999999999998,-0.8660254037844388
0.2966396292004635,0.375,0.3333333333333333,0.5,0.05752700022040996,1.0,249700,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
-0.01853997682502897,0.25,1.0,0.5,0.15296451399603264,1.0,113000,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
-0.7864040169949787,0.375,0.3333333333333333,0.75,0.044963632356182504,1.0,127000,0.0,0.0,0.0,1.0,0.0,1.0
0.009269988412514484,0.375,0.3333333333333333,0.625,0.2173242230548821,1.0,177000,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
-0.44495944380069524,0.375,0.3333333333333333,0.625,0.4963632356182499,1.0,114500,0.0,0.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004
-1.0011587485515643,0.25,0.3333333333333333,0.5,0.6424950407758431,0.0,110000,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
0.5840092699884125,0.0,0.3333333333333333,0.5,0.12982146793035046,1.0,385000,1.0,0.0,0.0,0.0,-0.8660254037844386,0.5
-0.16067979915025107,0.375,0.3333333333333333,0.5,0.6735728454926163,1.0,130000,0.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387
-0.06025492468134415,0.375,0.3333333333333333,0.5,0.4732201895525677,1.0,180500,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
0.4248744689069139,0.375,0.3333333333333333,0.5,0.9391668503416355,1.0,172500,1.0,0.0,0.0,0.0,-0.4999999999999998,-0.8660254037844388
0.395519505600618,0.375,0.3333333333333333,0.5,0.24355300859598858,1.0,196500,0.0,0.0,1.0,0.0,-0.4999999999999998,-0.8660254037844388
2.2881421398223254,0.375,0.3333333333333333,0.5,0.002865329512893977,1.0,438780,1.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16
-1.0567786790266511,0.25,0.3333333333333333,0.75,0.6969363015208287,1.0,124900,0.0,0.0,0.0,1.0,0.0,1.0
-0.4727694090382387,0.375,0.3333333333333333,0.5,0.27793696275071633,1.0,158000,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
-0.5453843182696022,0.375,0.3333333333333333,0.75,0.44302402468591584,0.0,101000,0.0,0.0,0.0,1.0,0.8660254037844386,0.5000000000000001
-0.14522981846272692,0.25,0.3333333333333333,0.5,0.16332378223495705,1.0,202500,0.0,0.0,1.0,0.0,-1.0,-1.8369701987210297e-16
0.38006952491309387,0.375,0.3333333333333333,0.625,0.47035486003967375,1.0,140000,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
0.880648899188876,0.375,0.3333333333333333,0.5,0.7187568878113291,1.0,219500,0.0,0.0,1.0,0.0,0.49999999999999994,0.8660254037844387
1.5589030513711857,0.5,0.3333333333333333,0.5,0.05686577033281906,1.0,317000,0.0,0.0,1.0,0.0,-1.0,-1.8369701987210297e-16
1.1479335650830436,0.375,0.3333333333333333,0.5,0.9177870839761957,1.0,180000,0.0,0.0,1.0,0.0,1.2246467991473532e-16,-1.0
0.023174971031286212,0.375,0.3333333333333333,0.5,0.457571082212916,1.0,226000,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387
-1.1077636152954808,0.25,0.3333333333333333,0.625,0.37756226581441477,1.0,80000,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
1.2715334105832368,0.375,0.3333333333333333,0.375,0.5422085078245537,1.0,225000,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
1.1726535341830824,0.375,0.3333333333333333,0.625,0.7551245316288296,1.0,244000,1.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
-0.9563538045577443,0.25,0.3333333333333333,0.625,0.7277936962750716,1.0,129500,0.0,0.0,0.0,1.0,0.49999999999999994,-0.8660254037844387
0.39242950946311317,0.375,0.3333333333333333,0.5,0.9825876129601059,1.0,185000,1.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384
-0.5840092699884125,0.375,0.3333333333333333,0.75,0.0011020498126515371,1.0,144900,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
0.21784472769409038,0.375,0.6666666666666666,0.625,0.4454485342737492,0.0,107400,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
-0.7354190807261491,0.25,0.3333333333333333,0.5,0.25369186687238265,1.0,91000,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5
-0.791039011201236,0.25,0.3333333333333333,0.75,0.0,1.0,135750,0.0,0.0,0.0,1.0,1.0,6.123233995736766e-17
-0.27655465430668214,0.25,0.3333333333333333,0.5,0.4134890897068547,1.0,127000,0.0,0.0,0.0,1.0,0.0,1.0
0.4696794129007339,0.5,0.6666666666666666,0.5,0.362574388362354,0.0,136500,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17
-0.36152954808806487,0.25,0.3333333333333333,0.625,0.4214238483579458,1.0,110000,0.0,0.0,0.0,1.0,0.8660254037844388,-0.4999999999999998
1.0475086906141367,0.5,0.3333333333333333,0.625,0.2545735067225039,1.0,193500,1.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
-0.19621475473155658,0.25,0.3333333333333333,0.5,0.7912717654837998,1.0,153500,1.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
0.15295480880648898,0.375,0.3333333333333333,0.5,0.5629270443024025,1.0,245000,0.0,0.0,1.0,0.0,-1.0,-1.8369701987210297e-16
-0.6164542294322132,0.375,0.3333333333333333,0.5,0.5168613621335685,1.0,126500,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0
0.01544998068752414,0.375,0.3333333333333333,0.5,0.6277275732863126,1.0,168500,1.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
